director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Justin Tipping,Tina Gilton,Natalie Stephany Aguilar,Justin Hall,Adventure,kicks,Tina Gilton Natalie Stephany Aguilar Justin Hall Justin Tipping Adventure kicks
Kenneth Branagh,Keanu Reeves,Denzel Washington,Brian Blessed,Comedy Drama Romance,much ado about nothing,Keanu Reeves Denzel Washington Brian Blessed Kenneth Branagh Comedy Drama Romance much ado about nothing
Peter R. Hunt,Telly Savalas,George Lazenby,Desmond Llewelyn,Action Adventure Thriller,on her majesty's secret service,Telly Savalas George Lazenby Desmond Llewelyn Peter R. Hunt Action Adventure Thriller on her majesty's secret service
unknown,Nick Wechsler,Philip Winchester,Jeff Marlow,Action Crime Drama Thriller,the player            ,Nick Wechsler Philip Winchester Jeff Marlow unknown Action Crime Drama Thriller the player            
Wes Craven,Miko Hughes,Heather Langenkamp,Tracy Middendorf,Fantasy Horror Mystery Thriller,new nightmare,Miko Hughes Heather Langenkamp Tracy Middendorf Wes Craven Fantasy Horror Mystery Thriller new nightmare
John Schultz,Stephen Collins,Mark Webber,Keri Lynn Pratt,Comedy Drama Romance,drive me crazy,Stephen Collins Mark Webber Keri Lynn Pratt John Schultz Comedy Drama Romance drive me crazy
Doug Atchison,Curtis Armstrong,Sean Michael Afable,Tzi Ma,Drama,akeelah and the bee,Curtis Armstrong Sean Michael Afable Tzi Ma Doug Atchison Drama akeelah and the bee
Tamra Davis,Dave Chappelle,Harland Williams,Clarence Williams III,Comedy Crime,half baked,Dave Chappelle Harland Williams Clarence Williams III Tamra Davis Comedy Crime half baked
Jonas Elmer,J.K. Simmons,Frances Conroy,Harry Connick Jr.,Comedy Romance,new in town,J.K. Simmons Frances Conroy Harry Connick Jr. Jonas Elmer Comedy Romance new in town
Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak,Drama Thriller,syriana,Matt Damon Amr Waked Kayvan Novak Stephen Gaghan Drama Thriller syriana
Mary Harron,Christian Bale,Justin Theroux,Samantha Mathis,Crime Drama,american psycho,Christian Bale Justin Theroux Samantha Mathis Mary Harron Crime Drama american psycho
Miguel Arteta,Jake Gyllenhaal,Zooey Deschanel,Tim Blake Nelson,Drama Romance,the good girl,Jake Gyllenhaal Zooey Deschanel Tim Blake Nelson Miguel Arteta Drama Romance the good girl
Erik Canuel,Colm Feore,Richard Howland,Sarain Boylan,Action Comedy Crime Thriller,bon cop bad cop,Colm Feore Richard Howland Sarain Boylan Erik Canuel Action Comedy Crime Thriller bon cop bad cop
Troy Duffy,Norman Reedus,Julie Benz,Clifton Collins Jr.,Action Crime Thriller,the boondock saints ii: all saints day,Norman Reedus Julie Benz Clifton Collins Jr. Troy Duffy Action Crime Thriller the boondock saints ii: all saints day
James Ivory,Alexandra Maria Lara,Omar Metwally,Diego Velazquez,Drama Romance,the city of your final destination,Alexandra Maria Lara Omar Metwally Diego Velazquez James Ivory Drama Romance the city of your final destination
Nicole Holofcener,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,Comedy Drama Romance,enough said,Christopher Nicholas Smith Ben Falcone Michaela Watkins Nicole Holofcener Comedy Drama Romance enough said
Will Gluck,Emma Stone,Dan Byrd,Fred Armisen,Comedy Romance,easy a,Emma Stone Dan Byrd Fred Armisen Will Gluck Comedy Romance easy a
Matty Rich,Jada Pinkett Smith,Joe Morton,Larenz Tate,Comedy Drama Romance,the inkwell,Jada Pinkett Smith Joe Morton Larenz Tate Matty Rich Comedy Drama Romance the inkwell
E. Elias Merhige,Eddie Izzard,Udo Kier,Catherine McCormack,Drama Horror,shadow of the vampire,Eddie Izzard Udo Kier Catherine McCormack E. Elias Merhige Drama Horror shadow of the vampire
Joe Nussbaum,Cameron Monaghan,Thomas McDonell,Aimee Teegarden,Comedy Drama,prom,Cameron Monaghan Thomas McDonell Aimee Teegarden Joe Nussbaum Comedy Drama prom
Matt Reeves,Mark Margolis,Michael Rapaport,Carol Kane,Comedy Romance,the pallbearer,Mark Margolis Michael Rapaport Carol Kane Matt Reeves Comedy Romance the pallbearer
Steve Rash,Barry Corbin,Nia Long,Jake Busey,Comedy,held up,Barry Corbin Nia Long Jake Busey Steve Rash Comedy held up
Fina Torres,Harold Perrineau,John de Lancie,Mark Feuerstein,Comedy Fantasy Romance,woman on top,Harold Perrineau John de Lancie Mark Feuerstein Fina Torres Comedy Fantasy Romance woman on top
James Ivory,Anthony Hopkins,Vanessa Redgrave,Samuel West,Drama Romance,howards end,Anthony Hopkins Vanessa Redgrave Samuel West James Ivory Drama Romance howards end
unknown,Dominic Cooper,Joseph Gilgun,Ruth Negga,Adventure Drama Fantasy Mystery,preacher            ,Dominic Cooper Joseph Gilgun Ruth Negga unknown Adventure Drama Fantasy Mystery preacher            
Duke Johnson,Jennifer Jason Leigh,Tom Noonan,David Thewlis,Animation Comedy Drama Romance,anomalisa,Jennifer Jason Leigh Tom Noonan David Thewlis Duke Johnson Animation Comedy Drama Romance anomalisa
Mike Leigh,Jim Broadbent,Imelda Staunton,Phil Davis,Comedy Drama,another year,Jim Broadbent Imelda Staunton Phil Davis Mike Leigh Comedy Drama another year
François Ozon,Catherine Deneuve,Isabelle Huppert,Emmanuelle Béart,Comedy Crime Musical Romance,8 women,Catherine Deneuve Isabelle Huppert Emmanuelle Béart François Ozon Comedy Crime Musical Romance 8 women
Mark L. Lester,Cary-Hiroyuki Tagawa,Tia Carrere,Vernee Watson,Action Comedy Crime Thriller,showdown in little tokyo,Cary-Hiroyuki Tagawa Tia Carrere Vernee Watson Mark L. Lester Action Comedy Crime Thriller showdown in little tokyo
David Dobkin,Janeane Garofalo,Vince Vieluf,Kevin Rahm,Comedy Crime,clay pigeons,Janeane Garofalo Vince Vieluf Kevin Rahm David Dobkin Comedy Crime clay pigeons
Anna Boden,Zoë Kravitz,Jeremy Davies,Jim Gaffigan,Comedy Drama Romance,it's kind of a funny story,Zoë Kravitz Jeremy Davies Jim Gaffigan Anna Boden Comedy Drama Romance it's kind of a funny story
Nigel Cole,Bob Hoskins,Robbie Kay,Sally Hawkins,Biography Comedy Drama History,made in dagenham,Bob Hoskins Robbie Kay Sally Hawkins Nigel Cole Biography Comedy Drama History made in dagenham
Anand Tucker,Colin Firth,Jim Broadbent,Gina McKee,Biography Drama,when did you last see your father?,Colin Firth Jim Broadbent Gina McKee Anand Tucker Biography Drama when did you last see your father?
Steve James,Kurtwood Smith,Laurel Holloman,Amy Locane,Biography Drama Romance Sport,prefontaine,Kurtwood Smith Laurel Holloman Amy Locane Steve James Biography Drama Romance Sport prefontaine
Michael Winner,Faye Dunaway,Marina Sirtis,John Gielgud,Adventure Drama,the wicked lady,Faye Dunaway Marina Sirtis John Gielgud Michael Winner Adventure Drama the wicked lady
Tomm Moore,Sean Lennon,Mick Lally,Evan McGuire,Adventure Animation Family Fantasy,the secret of kells,Sean Lennon Mick Lally Evan McGuire Tomm Moore Adventure Animation Family Fantasy the secret of kells
John Carney,James Corden,Karen Pittman,Mary Catherine Garrison,Drama Music,begin again,James Corden Karen Pittman Mary Catherine Garrison John Carney Drama Music begin again
David Jacobson,Hunter Parrish,Bruce Dern,Rory Culkin,Drama Romance Thriller,down in the valley,Hunter Parrish Bruce Dern Rory Culkin David Jacobson Drama Romance Thriller down in the valley
Michael Corrente,Jerry Ferrara,Tony Devon,Alexa Havins,Crime Drama,brooklyn rules,Jerry Ferrara Tony Devon Alexa Havins Michael Corrente Crime Drama brooklyn rules
Edward Hall,Rufus Sewell,Hayley Atwell,Charlotte Rampling,Drama Romance,restless,Rufus Sewell Hayley Atwell Charlotte Rampling Edward Hall Drama Romance restless
Keith Gordon,Robert Downey Jr.,Robin Wright,Alfre Woodard,Comedy Crime Musical Mystery,the singing detective,Robert Downey Jr. Robin Wright Alfre Woodard Keith Gordon Comedy Crime Musical Mystery the singing detective
David Leland,Anna Friel,Catherine McCormack,Steven Mackintosh,Drama Romance War,the land girls,Anna Friel Catherine McCormack Steven Mackintosh David Leland Drama Romance War the land girls
Andrew Currie,Alexia Fast,Henry Czerny,Kesun Loder,Comedy Drama Horror Sci-Fi,fido,Alexia Fast Henry Czerny Kesun Loder Andrew Currie Comedy Drama Horror Sci-Fi fido
Andrew Wilson,Will Ferrell,Eddie Griffin,Jacob Vargas,Comedy Drama Romance,the wendell baker story,Will Ferrell Eddie Griffin Jacob Vargas Andrew Wilson Comedy Drama Romance the wendell baker story
Jonathan Lynn,Rupert Grint,Rupert Everett,Geoff Bell,Action Comedy Crime,wild target,Rupert Grint Rupert Everett Geoff Bell Jonathan Lynn Action Comedy Crime wild target
Marc Schölermann,John de Lancie,Larry Drake,Johnny Whitworth,Crime Horror Thriller,pathology,John de Lancie Larry Drake Johnny Whitworth Marc Schölermann Crime Horror Thriller pathology
unknown,Tom Hardy,Jack O'Connell,Kevin McNally,Drama Romance,wuthering heights            ,Tom Hardy Jack O'Connell Kevin McNally unknown Drama Romance wuthering heights            
Robert Moresco,Brian Dennehy,Brad Renfro,Dash Mihok,Crime Drama Thriller,10th & wolf,Brian Dennehy Brad Renfro Dash Mihok Robert Moresco Crime Drama Thriller 10th & wolf
Thomas Vinterberg,Michael Angarano,Chris Owen,William Hootkins,Comedy Crime Drama Romance,dear wendy,Michael Angarano Chris Owen William Hootkins Thomas Vinterberg Comedy Crime Drama Romance dear wendy
Claudia Llosa,Ian Tracey,Zen McGrath,William Shimell,Drama,aloft,Ian Tracey Zen McGrath William Shimell Claudia Llosa Drama aloft
Katsuhiro Ôtomo,Mitsuo Iwata,Takeshi Kusao,Tesshô Genda,Action Animation Sci-Fi,akira,Mitsuo Iwata Takeshi Kusao Tesshô Genda Katsuhiro Ôtomo Action Animation Sci-Fi akira
John Herzfeld,Paul Walker,Olivia Wilde,Jason Flemyng,Action Crime Thriller,the death and life of bobby z,Paul Walker Olivia Wilde Jason Flemyng John Herzfeld Action Crime Thriller the death and life of bobby z
Charles Binamé,Stephen McHattie,Roy Dupuis,Julie LeBreton,Biography Drama Sport,the rocket: the legend of rocket richard,Stephen McHattie Roy Dupuis Julie LeBreton Charles Binamé Biography Drama Sport the rocket: the legend of rocket richard
Keith Parmer,Rachel Ann Mullins,Josh Henderson,Grant Bowler,Action Crime Drama Thriller,swelter,Rachel Ann Mullins Josh Henderson Grant Bowler Keith Parmer Action Crime Drama Thriller swelter
Dennie Gordon,Leehom Wang,Ruby Lin,Jack Kao,Action Adventure Comedy Romance,my lucky star,Leehom Wang Ruby Lin Jack Kao Dennie Gordon Action Adventure Comedy Romance my lucky star
Ol Parker,Celia Imrie,Ben Miles,Darren Boyd,Comedy Drama Romance,imagine me & you,Celia Imrie Ben Miles Darren Boyd Ol Parker Comedy Drama Romance imagine me & you
Bruce Beresford,Mckenna Grace,Lucy Fry,Natalie Coughlin,Drama,mr. church,Mckenna Grace Lucy Fry Natalie Coughlin Bruce Beresford Drama mr. church
François Ozon,Charlotte Rampling,Ludivine Sagnier,Jean-Claude Lecas,Crime Drama Mystery Thriller,swimming pool,Charlotte Rampling Ludivine Sagnier Jean-Claude Lecas François Ozon Crime Drama Mystery Thriller swimming pool
James Nunn,Spencer Wilding,Mark Wingett,Kacey Clarke,Action Drama,green street 3: never back down,Spencer Wilding Mark Wingett Kacey Clarke James Nunn Action Drama green street 3: never back down
David Webb Peoples,Delroy Lindo,Joan Chen,Anna Katarina,Action Sci-Fi Sport,the blood of heroes,Delroy Lindo Joan Chen Anna Katarina David Webb Peoples Action Sci-Fi Sport the blood of heroes
Michael Winnick,Scott Takeda,Helena Mattsson,Craig Sheffer,Action,code of honor,Scott Takeda Helena Mattsson Craig Sheffer Michael Winnick Action code of honor
Bruce Beresford,Morgan Freeman,Jessica Tandy,Patti LuPone,Comedy Drama Family,driving miss daisy,Morgan Freeman Jessica Tandy Patti LuPone Bruce Beresford Comedy Drama Family driving miss daisy
George Tillman Jr.,Vanessa Williams,Mekhi Phifer,Vivica A. Fox,Comedy Drama,soul food,Vanessa Williams Mekhi Phifer Vivica A. Fox George Tillman Jr. Comedy Drama soul food
Stanley Tong,Françoise Yip,Anita Mui,Garvin Cross,Action Comedy,rumble in the bronx,Françoise Yip Anita Mui Garvin Cross Stanley Tong Action Comedy rumble in the bronx
David Oelhoffen,Viggo Mortensen,Reda Kateb,Ángela Molina,Drama War Western,far from men,Viggo Mortensen Reda Kateb Ángela Molina David Oelhoffen Drama War Western far from men
Jason Reitman,J.K. Simmons,Cameron Bright,Todd Louiso,Comedy Drama,thank you for smoking,J.K. Simmons Cameron Bright Todd Louiso Jason Reitman Comedy Drama thank you for smoking
Eli Roth,Jay Hernandez,Lauren German,Stanislav Ianevski,Horror,hostel: part ii,Jay Hernandez Lauren German Stanislav Ianevski Eli Roth Horror hostel: part ii
Lone Scherfig,Dominic Cooper,Olivia Williams,Ellie Kendrick,Drama,an education,Dominic Cooper Olivia Williams Ellie Kendrick Lone Scherfig Drama an education
Anand Tucker,Frances Conroy,Bridgette Wilson-Sampras,Clyde Kusatsu,Drama Romance,shopgirl,Frances Conroy Bridgette Wilson-Sampras Clyde Kusatsu Anand Tucker Drama Romance shopgirl
Tony Richardson,Joely Richardson,Beau Bridges,Nastassja Kinski,Comedy Drama Romance,the hotel new hampshire,Joely Richardson Beau Bridges Nastassja Kinski Tony Richardson Comedy Drama Romance the hotel new hampshire
Joe Carnahan,Jason Patric,Chi McBride,Alan Van Sprang,Crime Drama Mystery Thriller,narc,Jason Patric Chi McBride Alan Van Sprang Joe Carnahan Crime Drama Mystery Thriller narc
Paul Gross,Molly Parker,Paul Gross,Kari Matchett,Comedy Drama Romance Sport,men with brooms,Molly Parker Paul Gross Kari Matchett Paul Gross Comedy Drama Romance Sport men with brooms
Charles Robert Carner,Ivana Milicevic,Jenny McCarthy,Richard Bull,Comedy Crime,witless protection,Ivana Milicevic Jenny McCarthy Richard Bull Charles Robert Carner Comedy Crime witless protection
Russell Holt,Eric Johnson,Brenda Strong,Tiffany Dupont,Drama Romance,the work and the glory,Eric Johnson Brenda Strong Tiffany Dupont Russell Holt Drama Romance the work and the glory
Mike Judge,J.K. Simmons,Mila Kunis,Clifton Collins Jr.,Comedy Crime Romance,extract,J.K. Simmons Mila Kunis Clifton Collins Jr. Mike Judge Comedy Crime Romance extract
Larry Charles,Jeff Bridges,Cheech Marin,Bruce Dern,Comedy Drama Music,masked and anonymous,Jeff Bridges Cheech Marin Bruce Dern Larry Charles Comedy Drama Music masked and anonymous
Claude Miller,Sandrine Kiberlain,Edouard Baer,Roschdy Zem,Comedy Crime Drama Romance Thriller,alias betty,Sandrine Kiberlain Edouard Baer Roschdy Zem Claude Miller Comedy Crime Drama Romance Thriller alias betty
Michael Winterbottom,Samantha Morton,Om Puri,Natalie Mendoza,Drama Romance Sci-Fi Thriller,code 46,Samantha Morton Om Puri Natalie Mendoza Michael Winterbottom Drama Romance Sci-Fi Thriller code 46
Sacha Bennett,Bob Hoskins,Jenny Agutter,Vincent Regan,Comedy,outside bet,Bob Hoskins Jenny Agutter Vincent Regan Sacha Bennett Comedy outside bet
Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,Crime Drama Thriller,crash,Don Cheadle Loretta Devine Jennifer Esposito Paul Haggis Crime Drama Thriller crash
Rodrigo García,Mia Wasikowska,Michael McElhatton,Mark Williams,Drama,albert nobbs,Mia Wasikowska Michael McElhatton Mark Williams Rodrigo García Drama albert nobbs
Jeta Amata,Akon,Nathin Butler,Razaaq Adoti,Action Crime Drama Thriller,black november,Akon Nathin Butler Razaaq Adoti Jeta Amata Action Crime Drama Thriller black november
Siddharth Anand,Saif Ali Khan,Mary Goggin,Vic Aviles,Comedy Family Romance,ta ra rum pum,Saif Ali Khan Mary Goggin Vic Aviles Siddharth Anand Comedy Family Romance ta ra rum pum
Vincent Paronnaud,Catherine Deneuve,Gena Rowlands,Danielle Darrieux,Animation Biography Drama War,persepolis,Catherine Deneuve Gena Rowlands Danielle Darrieux Vincent Paronnaud Animation Biography Drama War persepolis
Joe Dante,Bruce Dern,Teri Polo,Haley Bennett,Adventure Fantasy Thriller,the hole,Bruce Dern Teri Polo Haley Bennett Joe Dante Adventure Fantasy Thriller the hole
Dennis Gansel,Max Riemelt,Elyas M'Barek,Jennifer Ulrich,Drama Thriller,the wave,Max Riemelt Elyas M'Barek Jennifer Ulrich Dennis Gansel Drama Thriller the wave
Nicolas Winding Refn,Keanu Reeves,Bella Heathcote,Charles Baker,Horror Thriller,the neon demon,Keanu Reeves Bella Heathcote Charles Baker Nicolas Winding Refn Horror Thriller the neon demon
Daniel Barber,Joseph Gilgun,Jack O'Connell,Sean Harris,Action Crime Drama Thriller,harry brown,Joseph Gilgun Jack O'Connell Sean Harris Daniel Barber Action Crime Drama Thriller harry brown
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Romance,spider-man 3,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Romance spider-man 3
Robert Marcarelli,George Coe,William Hootkins,Ayla Kell,Action Adventure Fantasy Sci-Fi Thriller,the omega code,George Coe William Hootkins Ayla Kell Robert Marcarelli Action Adventure Fantasy Sci-Fi Thriller the omega code
Ernie Barbarash,Darren Shahlavi,Aki Aleong,Brahim Achabbakhe,Action Thriller,pound of flesh,Darren Shahlavi Aki Aleong Brahim Achabbakhe Ernie Barbarash Action Thriller pound of flesh
Guy Hamilton,Desmond Llewelyn,Lois Maxwell,Jill St. John,Action Adventure Thriller,diamonds are forever,Desmond Llewelyn Lois Maxwell Jill St. John Guy Hamilton Action Adventure Thriller diamonds are forever
Francis Ford Coppola,Al Pacino,Marlon Brando,Robert Duvall,Crime Drama,the godfather,Al Pacino Marlon Brando Robert Duvall Francis Ford Coppola Crime Drama the godfather
Adrian Lyne,Michael Nouri,Cynthia Rhodes,Lee Ving,Drama Music Romance,flashdance,Michael Nouri Cynthia Rhodes Lee Ving Adrian Lyne Drama Music Romance flashdance
Marc Webb,Joseph Gordon-Levitt,Chloë Grace Moretz,Zooey Deschanel,Comedy Drama Romance,500 days of summer,Joseph Gordon-Levitt Chloë Grace Moretz Zooey Deschanel Marc Webb Comedy Drama Romance 500 days of summer
Jane Campion,Holly Hunter,Ian Mune,Geneviève Lemon,Drama Music Romance,the piano,Holly Hunter Ian Mune Geneviève Lemon Jane Campion Drama Music Romance the piano
Steven Soderbergh,Channing Tatum,Alex Pettyfer,Matthew McConaughey,Comedy Drama,magic mike,Channing Tatum Alex Pettyfer Matthew McConaughey Steven Soderbergh Comedy Drama magic mike
Jonathan Liebesman,Sullivan Stapleton,Emma Caulfield,Angus Sampson,Horror Mystery Thriller,darkness falls,Sullivan Stapleton Emma Caulfield Angus Sampson Jonathan Liebesman Horror Mystery Thriller darkness falls
Guy Hamilton,Yaphet Kotto,Geoffrey Holder,Clifton James,Action Adventure Thriller,live and let die,Yaphet Kotto Geoffrey Holder Clifton James Guy Hamilton Action Adventure Thriller live and let die
Jay Russell,Clint Howard,Frankie Muniz,Cody Linley,Drama Family Sport,my dog skip,Clint Howard Frankie Muniz Cody Linley Jay Russell Drama Family Sport my dog skip
Adam Brooks,Ryan Reynolds,Sakina Jaffrey,Paulina Gerzon,Comedy Drama Romance,"definitely, maybe","Ryan Reynolds Sakina Jaffrey Paulina Gerzon Adam Brooks Comedy Drama Romance definitely, maybe"
